id,happiness
8001,3.836839516908812
8002,3.121445801845546
8003,3.3030136231760228
8004,4.301196510508313
8005,3.431721897217349
8006,4.195445490959092
8007,3.9065784773642886
8008,4.437373521899427
8009,3.9643642264912273
8010,2.8914973504965764
8011,3.339061557710744
8012,3.8234253881063656
8013,4.060686034166214
8014,3.5613259517575675
8015,3.847024245718559
8016,4.3458289973828395
8017,3.6090213195650924
8018,4.24641633383885
8019,3.9159128572055053
8020,3.7724482750402895
8021,4.037903574033607
8022,3.7137392367455653
8023,4.113601281224104
8024,3.4983482881838235
8025,3.272850531982641
8026,4.0193405248366245
8027,4.144033084539344
8028,3.8613402966100723
8029,4.120355167283973
8030,4.17173654682039
8031,3.9601763766306988
8032,4.005030837777783
8033,4.013931326707819
8034,3.417932032268297
8035,3.7916998369621204
8036,4.469054797033352
8037,3.9396208709531577
8038,4.097676466861788
8039,3.6024964541033153
8040,4.0995668134784475
8041,4.199916216579401
8042,3.855632083091851
8043,3.953194459792879
8044,3.8401115982296226
8045,4.293017283508218
8046,3.8930276644389044
8047,3.7993584232783513
8048,4.145081813827535
8049,3.946796631291478
8050,4.3171596847083755
8051,3.7013058594663835
8052,4.100130978150153
8053,2.949815525542735
8054,3.915871003262365
8055,4.254585702005074
8056,2.799612552899992
8057,3.9089486691285216
8058,3.1526112531351163
8059,3.1534416297136225
8060,4.075282193595854
8061,2.8703171929359654
8062,3.5883710431902767
8063,3.805613727068079
8064,4.009123485846842
8065,4.0463383129354
8066,4.1849253695002755
8067,4.120323858024505
8068,3.9871462673554396
8069,3.586812176649613
8070,4.053066910396207
8071,3.9874217989612633
8072,4.280192067582891
8073,3.7721897295664952
8074,3.905652474299226
8075,3.060030502724723
8076,3.7009911664689263
8077,3.6082649873396915
8078,3.817439016760422
8079,4.474192304293662
8080,3.913388561202296
8081,3.8178787945970583
8082,3.825800278728399
8083,4.422079311202741
8084,4.349585914333915
8085,4.4799202636000635
8086,4.0571056069021365
8087,3.8916425352145283
8088,4.100626383935757
8089,3.511339076930739
8090,3.7859065092069852
8091,4.163376276981506
8092,3.826871393601884
8093,4.034964133390932
8094,4.13606115106137
8095,4.540675002180166
8096,3.4647468831370687
8097,4.253325967532176
8098,3.90587990256283
8099,3.793283033381735
8100,3.940462455436334
8101,4.2575568983569125
